created_at,text,retweet_count,favorite_count,sentimento,subjetividade,ADJ,ADP,ADV,CONJ,DET,NOUN,NUM,PRT,PRON,VERB,.,X,popularidade
2018-09-08 18:32:23,"Boa tarde! Novamente gostaria de agradecer as orações e votos de apoio, carinho e consideração! O momento nos une e fortalece. Estamos em boas mãos. Aproveito para lembrar que tão grave quanto a corrupção, é tentar roubar a nossa liberdade.",10926,63014,0.4555555555555556,0.6222222222222222,3,4,1,3,2,11,0,2,7,11,0,0,26.6036376953125
2018-09-07 17:12:07,"Agradeço do fundo do meu coração a Deus, minha esposa e filhos, que estão ao meu lado, aos médicos que cuidam de mim e que são essenciais para que eu pudesse continuar com vocês aqui na terra, e a todos pelo apoio e orações!",10456,65814,0.3125,0.4625,2,8,1,4,3,11,0,3,11,5,0,0,26.45880126953125
2018-09-07 17:05:16,Estou bem e me recuperando! 👍🏻,17515,105864,0.5208333333333334,0.5,1,0,0,1,0,2,0,0,1,1,0,0,26.45819091796875
2018-09-06 16:35:13,"Queremos manter os incentivos à cultura, mas para bons artistas que agregam valor, que estão iniciando suas carreiras e não possuem estrutura. O que deve acabar é dinheiro publico financiando absurdos como oficinas de masturbação ou ""peças"" com pessoas cutucando seus orifícios!",5998,33281,0.2333333333333333,0.2555555555555556,3,4,0,4,2,11,0,1,5,10,0,0,26.31927490234375
2018-09-06 15:54:27,"Impunidade, desarmamento, indicações políticas e corrupção geraram e continuam alimentando os maiores problemas do Brasil: violência, ineficiência do Estado e desemprego. Tão importante quanto fazer coisas novas, é desfazer essa estrutura criminosa criada pelos últimos governos!",3511,16955,0.15227272727272728,0.6009090909090908,6,2,2,3,2,13,0,2,0,8,0,0,26.3154296875
2018-09-06 14:49:28,"Para saber o que acredito e defendo, acesse: https://t.co/yvI9KznFUU 👍",2268,9800,0.0,0.0,0,1,0,1,0,4,0,2,2,3,0,0,26.30926513671875
2018-09-06 13:12:09,"Na Câmara, sempre votei ao lado de minha consciência, de acordo com o contexto de cada situação. Ser citado no STF como o único da base que não se vendeu no mensalão prova isso. Não tem essa de igual ao PT. Se fosse verdade, o próprio PSDB sinalizaria apoio a mim em um 2° turno.",2881,14380,-0.05,0.5071428571428571,4,11,2,0,14,11,2,1,4,11,0,0,26.3001708984375
2018-09-06 10:02:51,"Ele tem razão, sou o mais despreparado para roubar os cofres públicos (merenda escolar, por exemplo), ou melhor, não tenho preparo nenhum. https://t.co/8kGtkC1sXV",5361,21025,0.2619047619047619,0.36746031746031743,3,1,2,1,3,7,0,1,3,4,0,0,26.2823486328125
2018-09-06 09:35:07,O excesso de burocracia e interferência do governo trava o desenvolvimento do Brasil. Alguns pontos sobre o assunto: https://t.co/rPNWtYPtGM,1229,6372,-0.225,0.55,2,1,0,1,1,9,0,1,1,0,0,0,26.27978515625
2018-09-05 23:39:55,General Heleno expõe sua experiência de campo no Roda Viva. https://t.co/DXRtaLlauj,1188,6130,0.05000000000000002,0.5,0,1,0,0,0,8,0,0,1,1,0,0,26.22406005859375
2018-09-05 19:07:04,Mais verdades sobre a possibilidade de fraudes nas urnas eletrônicas. https://t.co/XxwnrYaRqf,3538,13025,0.5,0.5,1,2,1,0,1,6,0,0,0,0,0,0,26.198486328125
2018-09-05 13:14:20,Obrigado Distrito Federal! Com @bolsonarosp @Biakicis e @GenPauloChagas https://t.co/Xnhg0PpQw6,2241,11319,0.0,0.0,0,1,0,1,0,11,0,0,1,0,0,0,26.16558837890625
2018-09-05 08:23:24,"Discurso final do meu Vice, General Mourão, no debate promovido pela Veja. Vamos mudar o Brasil! https://t.co/IeSOssYCPL",3803,14182,0.031250000000000014,0.75,0,3,0,0,1,11,0,1,1,2,0,0,26.1385498046875
2018-09-05 01:22:52,Vale lembrar que o Brasil não é uma facção criminosa para ser comandado de dentro da cadeia. Boa noite a todos! 👍🏻,13776,51209,0.325,0.38333333333333336,2,3,1,0,2,6,0,1,0,4,0,0,26.099609375
2018-09-05 01:04:38,"Em sua nova propaganda eleitoral, PSDB sugere que militares seriam todos incompetentes! https://t.co/t7TxHJlhii",1573,6841,-0.12528409090909093,0.2553030303030303,2,2,1,0,1,6,0,0,1,3,0,0,26.09783935546875
2018-09-05 00:18:44,"@filgmartin @FlavioBolsonaro Bem lembrado, Filipe. 👍🏻",94,1373,0.0,0.0,0,0,0,0,0,7,0,0,0,1,0,0,26.0936279296875
2018-09-05 00:10:53,"Já a chamada da @UOL refere-se à minha resposta ao comentário idiota de seu jornalista sobre o Museu ter sofrido um incêndio. Pura demagogia! Enquanto procuram problema em minhas palavras, fecham os olhos para os verdadeiros responsáveis pela destruição nosso Brasil!",2018,10047,-0.05642857142857141,0.51,4,6,1,0,4,16,0,5,5,3,0,0,26.09283447265625
2018-09-05 00:10:26,"Sobre o Museu Nacional e nosso patrimônio histórico, respondi à imprensa que as indicações políticas em troca de apoio são os maiores causadores da má administração pública e que nossa ação neste caso seria acabar com essa rotina que visa apenas interesses pessoais e partidários.",2755,12980,0.016666666666666666,0.2611111111111111,6,7,1,3,7,13,0,2,3,6,0,0,26.0927734375
2018-09-04 23:34:25,O amor combate o ódio! Espalhemos poesia e não preconceito! https://t.co/6O2yekYoRQ,4884,17375,-0.25,0.75,0,0,1,1,0,7,0,0,1,1,0,0,26.08935546875
2018-09-04 23:20:56,"Grato pela reflexão e consideração, @andrevaladao . https://t.co/jexU6Y30Ue",859,4301,0.0,0.0,0,1,0,1,0,7,0,0,2,0,0,0,26.088134765625
2018-09-04 21:02:11,"É preciso inverter a lógica em torno do programa, usado pela esquerda como voto de cabresto. Se está no Bolsa Família quem não tem renda, o desemprego é bem maior no Brasil. A eficiência deve ser medida pelas pessoas que deixarão de precisar do benefício. 👍",1359,7086,0.125,0.25,1,7,3,0,7,14,0,0,4,11,0,0,26.07550048828125
2018-09-04 21:00:58,"Historicamente são milhares as fraudes no Bolsa Família, que vão de políticos até curioso caso de animal doméstico. São milhões que deixam de chegar às famílias que realmente  precisam, perpetuando a miséria. Garantir a destinação correta já resultará num grande impacto positivo.",2709,11490,0.08961038961038961,0.4136363636363636,5,4,3,0,4,12,0,2,1,9,0,0,26.07525634765625
2018-09-04 19:11:55,"O problema da Venezuela não tem a ver com militar, tem a ver com comunismo, essa ideologia desprezível e assassina que conhecidamente destrói tudo por onde passa. O PSDB desvia o foco do problema porque é conivente com o mesmo. Todo mundo sabe disso!",6281,21707,-0.175,0.05,2,6,1,1,5,10,0,2,5,9,0,0,26.065185546875
2018-09-04 16:20:31,... https://t.co/8zv7oosX9n,3036,11660,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,26.0491943359375
2018-09-04 12:47:40,RT @CarlosBolsonaro: Contra o oportunismo político e militantes malandros usando seu dinheiro! Com a palavra @jairbolsonaro https://t.co/eW…,1536,0,0.0,0.1,1,1,0,1,1,13,0,0,1,1,0,0,26.0296630859375
2018-09-04 09:03:53,"Chega de enfeites, palavras bonitas e eufemismos! Ou pegamos pesado na questão da segurança, ou não tem economia que funcione nem país que prospere. https://t.co/aC9SSKl7vv",3977,16365,0.18333333333333326,0.6666666666666666,3,2,0,2,6,9,0,0,1,4,0,0,26.00897216796875
2018-09-03 23:18:18,"O PSDB quer tutelar as mulheres. Maria do Rosário e Alkmin acham que um menor estuprador, de 16 ou 17 anos, é um pobre coitado que não pode ser responsabilizado, como adulto, pelos seus atos. https://t.co/YxvI7ScXcz",5738,16749,0.025,0.325,4,3,1,2,4,12,2,1,2,8,0,0,25.95501708984375
2018-09-03 20:32:01,@ReaDonnaIdTrump 👏🏻,330,854,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,25.93988037109375
2018-09-03 20:30:14,"Não é de hoje que falo: não podemos continuar com essa política que busca apoio através de distribuição de cargos, ministérios e diretorias. Esse é um dos principais focos de corrupção e ineficiência do Estado. 👍🏻",1744,8282,0.16666666666666666,0.3333333333333333,1,5,2,2,6,12,1,0,2,6,0,0,25.93963623046875
2018-09-03 20:24:33,👍🏻 https://t.co/ISiSqyE47P,3827,14087,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,25.939208984375
2018-09-03 16:44:04,@HugoGoat1987 @ProcessinhoBR Sim!,11,362,0.0,0.0,1,0,0,0,0,3,0,0,0,0,0,1,25.9188232421875
2018-09-03 14:16:31,@0_marcia 👍🏻,16,585,0.0,0.0,0,0,1,0,0,2,1,0,0,0,0,0,25.9052734375
2018-09-03 13:49:46,"Do nosso plano energético para o Brasil, o Nordeste será um dos mais beneficiados. Sabemos de seu alto potencial para ser base de uma nova matriz de energia limpa e renovável, gerando empregos, investimentos e desenvolvimento de novas tecnologias junto a instituições locais.",3982,17734,0.1856277056277056,0.5212987012987014,6,7,1,2,4,14,1,1,3,5,0,0,25.90301513671875
2018-09-03 12:04:28,Opinião de @BlogDoPim sobre a “propaganda eleitoral” de Alckmin. Ouça e tire suas conclusões. https://t.co/QAOwNNyyoV,1339,4844,-0.1,0.1,2,1,0,1,0,8,0,2,1,1,0,0,25.893310546875
2018-09-03 11:43:33,RT @Clauwild1: Do mesmo sujeito que comemorou o incêndio do Museu Nacional. Vejam os argumentos e a lógica da criatura. Ele lamenta o métod…,1342,0,0.08333333333333333,0.3583333333333333,1,3,0,1,7,12,0,0,2,2,0,0,25.89154052734375
2018-09-03 10:47:14,"RT @_AlexGavea_: Sabe aquela bala perdida que a culpa é sempre da polícia? Pois é... 7.62mm - alcance de + de 2.000 metros“alá, morreu al…",8917,0,-0.4,1.0,2,4,1,0,2,11,2,0,1,3,0,0,25.88616943359375
2018-09-03 08:04:40,"Relembrando, um bate papo bacana com a jornalista @LedaNagle . https://t.co/rHaGFXXclS",641,3183,0.6,1.0,1,1,0,0,1,6,0,0,0,1,0,0,25.87139892578125
2018-09-02 22:21:54,RT @filgmartin: Quanto tempo até que surjam esquerdistas e libertários dizendo que deturparam a legalização das drogas? Qualquer pessoa com…,1708,0,-0.05,0.4,0,1,1,1,0,10,0,0,1,3,0,0,25.8182373046875
2018-09-02 22:21:40,RT @CarlosBolsonaro: Jair Bolsonaro se solidariza e manda mensagem a empresário que sofre boicote de ativistas LGBT por declarar apoio ao P…,2287,0,0.0,0.0,0,2,0,1,0,11,0,1,0,5,0,0,25.8182373046875
2018-09-02 20:45:18,Vamos combater o ódio! Eliminem as armas de fogo! Via @odiodobem2 https://t.co/0QbndOHUct,2402,10530,-1.0,0.9,1,0,0,0,1,5,0,1,0,4,0,0,25.80938720703125
2018-09-02 15:25:22,"Há mais ou menos dois anos a esquerda votava contra a prisão de menores estupradores e nós, como sempre, fomos a favor! Agora, em época de eleição, montam discurso para enganar as mulheres e conseguir votos para continuar estragando o Brasil. Um bando de canalhas e hipócritas!",2787,9852,-0.04270833333333333,0.06666666666666668,1,8,3,3,4,14,1,2,2,7,0,0,25.7802734375
2018-09-02 14:50:04,Kkkkkkkkk https://t.co/h96wX0euKE,1208,7239,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,25.77716064453125
2018-09-02 14:33:52,"Reportagem sobre fato distorcido e usado de forma baixa em propaganda eleitoral na tv. Assista, tire suas conclusões e se possível retransmita. https://t.co/wshOTufPOG",6176,14370,-0.03333333333333333,0.4666666666666666,3,4,0,2,0,9,0,0,1,3,0,0,25.775634765625
2018-09-02 13:17:44,Estamos todos no mesmo barco. Vamos juntos mudar o Brasil. 👍🏻 https://t.co/6ImiACVd2Y,3689,14304,0.0,0.125,2,1,1,0,2,4,0,1,1,3,0,0,25.76873779296875
2018-09-02 11:08:56,🇧🇷👆🏻👉🏻👉🏻 https://t.co/oKPc5kZ1Z6,2044,13479,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,25.757080078125
2018-09-01 23:41:10,Carta de uma Professora a Jair Bolsonaro. https://t.co/lKthFIO7Nv,1869,7510,0.0,0.0,0,1,0,0,1,6,0,1,0,0,0,0,25.69482421875
2018-09-01 22:53:52,"Em Rio Branco/AC, ao lado de índios, um pronunciamento de união de todos brasileiros. https://t.co/hbAUzEzI1L",1174,5432,0.0,0.0,1,3,0,0,2,10,0,1,0,0,0,0,25.69049072265625
2018-09-01 20:15:53,Você gostaria de que sua filha ficasse sem merenda escolar?,6554,29990,0.0,0.0,0,2,0,0,0,3,0,1,2,2,0,0,25.67633056640625
2018-09-01 19:08:40,"Hoje, 01 de setembro de 2018 - Chegada no Aeroporto de Rio Branco / Acre. Muito obrigado a todos pela consideração! Vamos juntos resgatar o Brasil! Um forte abraço a todos! https://t.co/12qwCiyWPK",2780,11567,0.2708333333333333,0.26666666666666666,2,2,1,0,2,16,2,3,1,1,0,0,25.67034912109375
2018-09-01 13:36:55,"Entrevista onde tratamos de assuntos referentes aos fatos da semana! Se possível, assista: https://t.co/dEqwYLMn3k",1147,5140,0.0,1.0,1,3,1,0,2,6,0,0,1,1,0,0,25.640380859375
2018-09-01 11:43:04,Gostaria de entender. https://t.co/IJeYtewiGe,5812,20209,0.0,0.0,0,0,0,0,0,2,0,1,1,3,0,0,25.630126953125
2018-09-01 03:15:46,Bom final de semana a todos! 👍🏻,3608,26967,0.875,0.6000000000000001,1,0,0,0,0,3,0,1,0,0,0,0,25.58465576171875
2018-09-01 03:03:08,"Sábado, 01/setembro ás  12hs, pousaremos em Rio Branco/AC. Agradeço a presença de todos.",1388,9471,0.0,0.0,0,3,0,0,1,9,2,0,3,2,0,0,25.5833740234375
2018-09-01 01:14:52,"Estamos presenciando um exemplo prático do que é um país com sua soberania ameaçada. Justiça, investigacões, leis, penas, nada disso tem significado diante desta situação. Parte de nossa missão é justamente garantir essa soberania para que nossas leis sejam devidamente cumpridas!",5763,25197,0.2,0.45,1,7,3,0,6,15,0,1,5,9,0,0,25.57373046875
2018-08-31 20:53:39,Chegada há pouco no Aeroporto de Porto Velho - Rondônia. Obrigado a todos pela consideração! https://t.co/dCjNXAoNX7,3034,13599,0.0,0.0,0,2,1,0,1,8,0,0,2,1,0,0,25.5504150390625
2018-08-31 18:48:40,🇧🇷👍🏻👉🏻👉🏻 https://t.co/EhfkQO2FlV,1645,11210,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,25.53924560546875
2018-08-31 12:38:51,RT @BolsonaroSP: EAD E EDUCAÇÃO DOMICILIAR (HOMESCHOOLING)O EAD (ensino a distância) é a tecnologia levando educação a criança e adultos…,1187,0,0.0,0.0,0,0,0,2,0,14,0,1,0,2,0,0,25.506103515625
2018-08-31 11:20:01,"Breve resumo sobre nossa passagem pelo estado do Rio Grande do Sul: segurança, economia, saúde e máquina pública. https://t.co/52vFSQzMRj",1603,7925,0.0,0.2,2,2,0,1,1,12,0,1,1,1,0,0,25.49908447265625
2018-08-31 09:58:46,"Obrigado pela consideração mulherada gaúcha! 👍🏻. Logo a caminho de Rondônia, às 14h pousaremos no aeroporto de Porto Velho! https://t.co/oHlszkHEh9",3095,14322,0.3125,0.2,1,4,0,0,2,12,1,1,1,2,0,0,25.49200439453125
2018-08-31 00:10:24,"Crime Organizado ameaça quem defende a liberdade do cidadão de bem. O sistema tenta manter você pagando os absurdos impostos e sem liberdade alguma, isto se sobreviver nesta guerra que estamos perdendo!  Contextualize e tire suas conclusões! https://t.co/ajN2WtBc5P",2273,8068,-0.060416666666666674,0.6666666666666666,2,3,0,2,7,12,0,1,5,9,0,0,25.43951416015625
2018-08-30 21:38:44,@cor0te 👍🏻,175,2043,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,25.4261474609375
2018-08-30 21:35:28,"Sobre ""não é na bala que se resolve"": Flores não garantem a paz. Que os ""santos"" que repetem este bordão deixem de andar com carro blindado e seguranças armados que passo a acreditar em suas propostas.",8002,27439,0.0,0.0,2,3,2,1,4,10,0,1,4,10,0,0,25.42596435546875
2018-08-30 19:53:13,Obrigado Brasília. Um abraço Distrito Federal. https://t.co/zVqxHYWM7O,1551,8776,0.0,0.0,1,0,0,0,1,6,0,0,1,0,0,0,25.416748046875
2018-08-30 18:52:05,"BANDIDO armado até os dentes atirando em homens, mulheres e crianças inocentes só se resolve na bala. Quem não considera este fato ignora a própria realidade que estamos vivendo e esse é um sinal de que tudo permanecerá do mesmo jeito. Nós entendemos e buscaremos a mudança!",5909,25979,0.175,0.53125,2,3,3,3,7,12,0,1,3,14,0,0,25.41131591796875
2018-08-30 14:43:14,"a inversão de valores e o politicamente correto implementados propositalmente provocam o caos justificando ações exclusivas do “estado-mãe”. O socialismo nos sufoca por todos os lados, com o único intuito de nos moldar como “cordeirinhos” e sejamos dominados sem resistência. https://t.co/TH2PAL8SMC",3524,11936,-0.0625,0.2833333333333333,4,7,2,1,2,18,0,0,2,7,0,0,25.38934326171875
2018-08-30 13:36:47,"Bom trabalho, moleque! https://t.co/PqMyw1fllb",554,4324,0.875,0.6000000000000001,1,0,0,0,0,4,0,0,0,0,0,0,25.38348388671875
2018-08-30 12:07:53,"Jornal O Globo de hoje, 30/08/2018,  diz que informação sobre livro de sexo para crianças nas escolas seria é FALSA. Veja como fazem para, mais uma vez, desqualificar oponentes que não lhes interessam! Segue a VERDADE! https://t.co/NZI8uCkaUt",3775,11434,-0.6250000000000001,0.6,0,5,4,0,2,15,1,2,3,7,0,0,25.37567138671875
2018-08-30 00:06:21,RT @CarlosBolsonaro: Bonner disse agora no JN que a Globo não recebe BILHÕES em dinheiro público e que Bolsonaro mentiu quando revelou o fa…,7235,0,0.0,0.06666666666666668,1,3,3,1,1,10,0,0,1,6,0,0,25.31207275390625
2018-08-29 22:23:57,Agora em Uberlândia- MG. Que sinal e supresa bacana! 👍🏻 https://t.co/mP34MDbKvn,2174,11456,0.4375,0.65,2,1,1,1,1,6,0,0,1,0,0,0,25.30303955078125
2018-08-29 22:20:01,"Na Expointer, que é uma feira agropecuária de destaque nacional e internacional, realizada na cidade de Esteio, no Rio Grande do Sul. É considerada a maior feira de exposição de animais da América Latina. https://t.co/qx7rzXA9Dg",2367,9404,0.4666666666666666,0.6,5,4,0,1,4,13,0,0,1,5,0,0,25.30267333984375
2018-08-29 19:43:15,Destilando amor e diversidade: via @odiodobem2 https://t.co/qNnMrRvBlQ,1828,8245,0.5,0.6,0,1,0,1,0,5,0,0,0,1,0,1,25.2889404296875
2018-08-29 17:36:08,Parabéns @oficialpad pela emocionante homenagem feita aos guerreiros da Polícia Militar. Rara iniciativa num país onde os valores estão invertidos. Homens e mulheres das nossas forças de segurança merecem todo respeito por dedicarem suas vidas às nossas! https://t.co/uImJGuAehT,1204,6526,0.19166666666666665,0.6,1,5,1,1,5,18,0,2,2,7,0,0,25.27777099609375
2018-08-29 14:25:58,Chegada agora pouco no aeroporto Salgado Filho em Porto Alegre - RS. Rumo aos compromissos! Forte abraço aos Gaúchos! 🇧🇷👉🏻👉🏻 https://t.co/KM3rwNxWgD,3608,16502,0.0,0.1,3,2,2,0,1,12,0,1,0,0,0,0,25.26116943359375
2018-08-29 03:02:10,"A violência no Brasil já passou da linha do absurdo há muito tempo e quanto mais recuamos, mais a bandidagem avança. Quando adotamos o espírito de cordeiro na esperança de misericórdia, o criminoso na realidade entende que pode tudo e que é o senhor da sua vida. Isso vai acabar!",7031,30184,0.05,0.3583333333333333,2,8,4,2,9,14,0,1,5,11,0,0,25.20135498046875
2018-08-29 01:50:54,Boa noite a todos! 🇧🇷👍🏻 https://t.co/OrRi48wLHa,7111,33773,0.875,0.6000000000000001,2,0,0,0,0,3,0,0,0,1,0,0,25.195068359375
2018-08-29 00:25:26,"Os dados citados pela jornalista da Globo sobre mortes por homofobia são totalmente constetáveis pois não se baseiam em inquéritos policiais, mas em matérias de jornal. É um desrespeito aos homossexuais que também sofrem com violência mas são tratados como ferramenta ideologica.",8288,33039,0.0,0.75,3,7,3,2,3,12,0,1,3,8,0,0,25.1875
2018-08-29 00:15:02,Um dos livros que ensinam sexo para crianças nas escolas que a Globo não quis mostrar! https://t.co/DbwCzUhWJN,10674,35132,0.0,0.0,0,3,1,0,2,7,1,1,0,4,0,0,25.186767578125
2018-08-29 00:02:23,"Estamos mais preparados do que nunca para resolver os REAIS PROBLEMAS do Brasil e finalmente colocarmos nosso amado país no rumo certo. Muito obrigado a todos, o apoio de vocês nos mantem fortes!",10146,50018,0.34676870748299315,0.6098639455782313,4,2,4,1,2,7,0,2,5,5,0,0,25.1856689453125
2018-08-28 23:25:24,"Em alguns instantes entraremos ao vivo no Jornal Nacional. Desde já agradeço a todos pelo apoio! Para acompanharmos os comentários nas redes, vamos usar a hashtag #BolsonaroNoJornalNacional 🇧🇷👍🏻",2897,17300,-0.014772727272727285,0.3,2,4,0,0,5,9,0,2,4,6,0,0,25.18231201171875
2018-08-28 20:02:02,- Porto Alegre/29 de agosto/quarta- feira.- Pouso às 10h no aeroporto Salgado Filho.- Muito obrigado pelo apoio e consideração. https://t.co/3uCZ53mWnl,2159,10530,0.35,0.35,3,3,0,1,0,13,2,0,1,0,0,0,25.16473388671875
2018-08-28 17:33:48,"Dois Gigantes do Varejo - Havan e Gazin, juntos com Jair Bolsonaro (17). https://t.co/2qhJF9DaQa",4284,14945,0.0,0.0,1,1,1,1,0,7,2,0,0,0,0,0,25.15167236328125
2018-08-28 11:32:39,TEMAS ATUAIS: coletiva de imprensa nesta passagem pelo estado de São Paulo. https://t.co/HfSTsObclR (Inscreva-se em nosso canal no youtube e receba nossos vídeos)!,688,3436,0.0,0.4,1,3,0,1,2,13,0,1,2,1,0,0,25.120361328125
2018-08-28 09:33:54,🇧🇷👆🏻👉🏻👉🏻 https://t.co/yG6ltJtZC8,1420,9396,0.0,0.0,1,0,0,0,0,2,0,0,0,0,0,0,25.11004638671875
2018-08-27 21:12:59,"Durante passagem hoje no Mercadão de Madureira, comentamos sobre recente escândalo de compras de militantes virtuais a serviço do PT. https://t.co/NbIhpZ6FvE",3245,12426,0.0,0.25,2,6,0,0,4,11,0,1,1,1,0,1,25.0460205078125
2018-08-27 13:36:51,"Grato pela consideração, Zilu! https://t.co/kv6j9BPQ8N",2151,14033,0.0,0.0,0,1,0,0,1,5,0,0,0,0,0,0,25.0067138671875
2018-08-27 13:19:00,"RT @CarlosBolsonaro: ESCUTE, SE POSSÍVEL: Editorial do Jornalista Marcílio Maran da cidade de Sete Lagoas -Minas Gerais. Dia 25 de agosto d…",549,0,0.0,1.0,0,3,0,0,1,16,1,0,0,0,0,0,25.005126953125
2018-08-27 09:50:48,"Quero acreditar que a matéria divulgada na imprensa sobre estudantes de escolas militares custarem mais ao país não tenha sido em tom crítico. Investimento maior na educação básica deve ser regra e o Brasil tem potencial para aplicá-la sem maiores problemas, basta independência.",6225,28930,0.10178571428571427,0.5035714285714286,6,5,3,1,5,11,0,2,2,8,0,0,24.9871826171875
2018-08-26 15:02:49,Com 8 anos de idade Esther mostra que o jornalismo no Brasil tem futuro. https://t.co/ztuwVNorCk,1186,6030,0.0,0.125,0,3,0,0,3,8,1,0,0,1,0,0,24.890625
2018-08-26 10:51:04,Bom Dia a todos! Kkkkkk https://t.co/4Xv465AQFO,3256,22111,0.875,0.6000000000000001,1,0,0,0,0,5,0,0,0,0,0,0,24.86920166015625
2018-08-26 10:45:05,"RT @BlogDoPim: Marina Silva repudiou Jair Bolsonaro afirmando que “criança porta livro, não arma”, mas havia dito à Marie Claire que “nunca…",4508,0,0.0,0.0,2,3,0,1,1,12,0,0,0,4,0,0,24.86865234375
2018-08-26 02:55:34,Valeu Barretos - SP 👍🏻 https://t.co/5W6TKj03gT,2733,12899,0.2,0.2,0,0,0,0,0,6,0,0,0,0,0,0,24.8287353515625
2018-08-25 18:58:24,"Não sou homofóbico. Não acho que ninguém deve ser estuprado. Não defendo que mulher deve ganhar menos. Não sou racista. Estou firme com Paulo Guedes. Não quero dar porte de arma para criança.Como não poderei ir a algumas sabatinas por questão de agenda, já adianto as respostas!",16943,57422,-0.2083333333333333,0.2333333333333333,3,4,7,0,6,11,0,3,7,18,0,0,24.78826904296875
2018-08-25 14:56:15,RT @CarlosBolsonaro: Da pior espécie de jornalismo! Somos todos iguais! Sempre dissemos isso! Pautas que dividem para conquistar e fakenews…,2546,0,-0.08333333333333333,0.6749999999999999,2,2,1,1,4,6,0,1,2,5,0,0,24.767822265625
2018-08-25 09:05:43,"SAÚDE: a sensação de falta de recursos é gerada principalmente pela corrupção, que passa por indicações meramente políticas para setores profissionais e qualificação da mão de obra (“esta última, infelizmente não exigida, por exemplo, no Programa Mais Médicos”): https://t.co/9m7N4TwBOI",1676,6893,0.10333333333333332,0.30666666666666664,2,9,4,1,5,17,0,0,0,4,0,0,24.73828125
2018-08-25 08:14:50,"RT @_luaazevedo: Hino da Independência já está no canal galeraSegue elehttps://t.co/9xTrUAUJoUO Canal está crescendo, vamos divulgar &lt;3",230,0,0.0,0.0,1,1,1,1,1,11,1,1,0,4,0,0,24.73388671875
2018-08-25 07:15:18,DISCURSO DE ÓDIO X AMOR: 23:59 / 00:00 - Via @odiodobem2 https://t.co/amrOqHut9N,1275,5461,-0.15000000000000002,0.75,0,0,0,0,0,7,2,0,0,2,0,0,24.7288818359375
2018-08-25 01:02:49,Fechando o dia com um excelente jantar em São José do Rio Preto - SP! Amanhã em direção à Barretos para a Festa do Peão! Boa noite a todos!!! https://t.co/BVT4sU8SVV,1099,7022,1.0,0.8,2,3,0,0,3,15,0,0,0,3,0,0,24.697509765625
2018-08-25 00:50:51,O Exército Brasileiro atendendo o nordestino do semi-árido. https://t.co/CwXx6mNqnC,677,3487,0.0,0.0,3,0,0,0,2,3,0,0,0,1,0,0,24.69647216796875
2018-08-24 20:44:57,"""Aquele que esquece seu passado está condenado a não ter futuro."" Nessa quinta conheci minha cidade natal, Glicério/SP. https://t.co/X8R8SpysGs",1542,7626,-0.125,0.1875,0,0,0,0,2,9,0,1,5,5,0,0,24.67578125
2018-08-24 16:19:25,"Agora, em São José do Rio Preto e o imenso carinho para com Jair Bolsonaro... Pedaço da camisa vale como recordação... 👍🏻 https://t.co/oz2CP8lgPB",2600,10684,0.15,0.55,3,3,1,1,3,13,0,0,0,2,0,0,24.65350341796875
2018-08-24 14:26:40,"É FANTÁSTICO: Na ida de Araçatuba para São José do Rio Preto fomos surpreendidos no meio do caminho, na cidade de José Bonifácio. 👍🏻 https://t.co/9F0YRbnt59",1831,9768,0.25,0.9,1,5,0,0,3,14,0,1,1,4,0,0,24.64410400390625
2018-08-24 13:19:11,RT @JoelAlexandreM: Boulos e TSE querem tirar o canal do Diego Rox do youtube Vídeo completo: https://t.co/DoUdGB8Y4Q https://t.co/1LGANf…,2144,0,0.35,0.55,1,1,0,2,0,13,0,2,0,2,0,0,24.63848876953125
2018-08-24 12:54:27,EDUCAÇÃO: https://t.co/qITUtY2E9H,749,3489,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,24.63641357421875
2018-08-24 08:22:35,"Se possível, peço que pesquise e assista a entrevista do economista Paulo Guedes na Globo News (23/08). Como nunca negamos, sempre estivemos dispostos a aprender e somar com quem demonstre o real interesse nas mudanças que o Brasil precisa. Grato sempre pela consideração! 👍🏻",4778,21932,0.16666666666666666,0.6833333333333332,3,7,2,2,4,14,1,2,5,10,0,0,24.61358642578125
2018-08-23 23:36:04,"Ontem, 22/08, outro PM foi morto no Rio de Janeiro após ser reconhecido como tal em uma tentativa de assalto. Há quem ainda ache que esse tipo de praga, que arruína a vida de trabalhadores e familiares, além de aterrorizar a sociedade, merece algum tipo de bom tratamento. CHEGA!",1406,7457,0.28750000000000003,0.5166666666666667,3,10,1,1,7,15,1,0,1,8,0,0,24.5697021484375
